hometown,count
"Martelle, Iowa",1
"Marthasville, Mo",1
"Martinez, Calif.",1
"Martinsburg, W.va.",6
"Martinsburg, Wv",1
"Martinsville, In",1
"Maryland Heights, Mo",1
"Marysville, Mi",1
"Marysville, Ohio",4
"Maryville, Ill.",2
"Maryville, Tenn.",3
"Maryville, Tennessee",1
"Mascoutah, Ill.",1
"Mason City, Ill.",1
"Mason City, Iowa",1
"Mason, Ohio",5
"Massapequa, N.y.",3
"Massapequa, Ny",2
"Massillon, Oh",2
"Massillon, Ohio",3
Mater Dei,1
"Mattawan, Mich.",2
"Matteson, Ill.",1
"Matthews, N.c.",5
"Matthews, Nc",2
"Mattituck, N.y.",1
"Mattoon, Ill.",2
"Maui, Hawaii",2
"Maumee, Oh",2
"Maumee, Ohio",1
"Maupin, Ore.",1
"Mauston, Wis.",3
"Mayer, Minn.",2
"Mays Landing, Nj",1
"Mayville, Ny",1
"Mayville, Wis.",1
"Maywood, Ill.",2
"Mcallen, Texas",1
"Mcallen, Tx",1
"Mcarthur, Oh",1
"Mcclellandtown, Pa.",1
"Mccordsville, Ind.",2
"Mcdonald, Pa.",2
"Mcdonough, Ga.",3
"Mcfarland, Wis.",1
"Mchenry, Ill.",4
"Mckees Rocks, Pa.",1
"Mckinney, Tex.",1
"Mckinney, Texas",10
"Mckinney, Tx",3
"Mclane, Pa.",1
"Mclean, Va",3
"Mclean, Va.",4
"Mcloud, Ok",1
"Mcpherson, Kan.",1
"Meadow, S.d.",1
"Meadville, Pa.",2
"Mechanicsburg, Pa",1
"Mechanicsburg, Pa.",9
"Mechanicsburg, Penn.",1
"Mechanicsville, Md.",1
"Mechanicsville, Va",1
"Mechanicsville, Virginia",1
"Mechanicville, Ny",1
"Medfield, Mass.",1
"Medford Lakes, Nj",1
"Medford, Minn.",2
"Medford, N.j.",1
"Medford, Or",1
"Medford, Ore.",1
"Media, Pa",1
"Medical Lake, Wash.",1
Medina,1
"Medina, N.y.",1
"Medina, Oh",1
"Medina, Ohio",4
"Medinah, Ill.",1
"Melbourne, Fla.",1
"Mellen, Wi",1
"Melrose, Mass.",1
"Memphis, Tenn.",14
"Memphis, Tennessee",1
"Memphis, Tn",3
"Mendon, Mich.",1
"Mendota, Il",1
Menifee,2
"Menifee, Ca",3
"Menifee, Calif.",3
"Menlo Park, Ca",1
"Menlo Park, Calif.",7
"Menomonee Falls, Wis.",4
Mentor,1
"Mentor, Ohio",3
"Meraux, La.",1
"Merced, Calif.",2
"Mercer Island, Wash.",1
"Mercersburg, Pa.",1
"Meredith, N.h.",1
"Meriden, Conn.",3
"Meridian, Idaho",5
"Merriam, Kan.",1
"Merrick, N.y.",1
"Merrill, Wis.",1
"Merrillville, In",1
"Merrillville, Ind.",1
"Merrimac, Wis.",1
"Merrimack, N.h.",1
"Merrimack, Nh",2
"Merritt Island, Fla.",3
"Mertztown, Pa.",1
"Mesa, Ariz.",6
"Mesa, Arizona",2
"Mesa, Az",1
"Mesa, Wash.",1
"Mesquite, Ariz.",1
"Mesquite, Texas",1
"Metairie, La.",1
"Metamora, Il",1
"Metuchen, N.j.",1
"Metuchen, Nj",1
"Mexico, N.y.",1
"Meyersdale, Pa.",1
"Miami Beach, Fl",1
"Miami Beach, Fla.",1
"Miami Springs, Fla.",1
"Miami, Fl",4
"Miami, Fla",1
"Miami, Fla.",16
"Miami, Fla. / Westminister Christian",1
"Miamisburg, Ohio",2
"Middle Island, N.y.",1
"Middleburg Heights, Ohio",2
"Middlefield, Conn.",1
"Middlesex, Va.",1
"Middleton, Id./Feather River College",1
"Middleton, Wi",1
"Middleton, Wis.",2
"Middletown, De",1
"Middletown, Del.",6
"Middletown, Ind.",1
"Middletown, Md.",2
"Middletown, N.y.",3
"Middletown, Ny",1
"Middletown, Oh",1
"Middletown, Pa.",2
"Middletown, Va.",1
"Midland Park, N.j.",1
"Midland, Ga.",1
"Midland, Texas",7
"Midland, Tx",1
"Midlothian, Texas",4
"Midlothian, Tx",1
"Midlothian, Va.",3
"Midwest City, Okla.",1
"Midwest City, Oklahoma",1
"Mifflintown, Pa.",1
"Milaca, Minn.",1
Milan,2
"Milan, Ill.",2
"Milan, Mich.",1
Milford,1
"Milford, Mich.",1
"Milford, N.h.",2
"Milford, N.j.",1
"Milford, Ne.",1
"Milford, Ohio",1
"Miliani, Hawaii",1
"Mililani, Hawai'i",1
"Mililani, Hawaii",5
"Mill Creek, Wash.",2
"Mill Valley, Ca",1
"Mill Valley, Calif.",1
"Millbrook, Ala.",1
"Milledgeville, Ga.",1
"Miller, S.d.",1
"Millersburg, Oh",2
"Millersville, Pa.",1
"Millington, Tenn.",1
"Millis, Mass.",1
"Mills River, N.c.",1
"Mills, Pa.",1
"Millstadt, Ill.",1
"Milltown, Wis.",2
"Millville, Ut",1
"Millwood, N.y.",1
"Milmont Park, Pa.",1
"Milton, Ga",1
"Milton, Ga.",3
"Milton, Wis.",1
"Milwaukee, Wi",1
"Milwaukee, Wis.",6
"Milwaukie, Ore.",1
"Minden, Ne",1
"Minden, Nv",1
"Mine Hill, N.j.",1
"Mineral Point, Wis.",1
Mineral Ridge,1
"Minneapolis, Minn.",9
"Minneapolis, Mn",1
"Minneota, Minn.",2
"Minnetonka, Minn.",2
"Minnetrista, Mn",1
"Minonk, Ill.",1
"Minooka, Il",3
"Minot, N.d.",3
"Minsk, Belarus",1
"Mint Hill, Nc",1
"Mission Hills, Kan.",1
"Mission Viejo, Ca",1
"Mission Viejo, Calif.",3
"Mission, Kan.",1
"Mission, Texas",2
"Mission, Tx",2
"Mississauga, Ontario",3
"Mississauga, Ontario, Canada",1
"Missoula, Mont.",1
"Missoula, Mt",1
"Missouri City, Texas",9
"Missouri City, Tx",2
"Missouri City, Tx./Memphis",1
"Missouri Valley, Iowa",1
"Mobile, Al",2
"Mobile, Ala.",5
"Mobile, Alabama",1
"Mocksville, Nc",1
"Modesto, Calif.",4
"Mohnton, Pa.",1
"Mokena, Il",1
"Mokena, Ill.",1
"Moline, Il",1
"Moline, Ill.",3
"Molokai, Hawaii",1
"Monaca, Pa",1
"Moncks Corner, Sc",1
"Moncks Corner,Sc",1
"Mondovi, Wis.",1
"Monee, Ill.",1
"Monmouth, Ill.",1
"Monroe Township, Nj",1
"Monroe, Ct",1
"Monroe, Mi",1
"Monroe, Mich.",4
"Monroe, N.c.",4
"Monroe, N.y.",1
"Monroe, Nj",1
"Monroe, Ny",1
"Monroe, Ohio",1
"Monroe, Wa",1
"Monroe, Wash.",1
"Monroe, Wis.",1
"Monroeville, Ind.",1
"Monroeville, Ohio",1
"Mont Belvieu, Texas",1
"Montclair, Ca",1
"Monte Vista, Co",1
"Montebello, Ny",1
Monterey Park,1
"Monterey, Calif.",1
"Montgomery, Al",2
"Montgomery, Ala.",5
"Montgomery, Alabama",1
"Montgomery, Ill.",3
"Montgomery, Minn.",1
"Montgomery, N.j.",1
"Montgomery, Ny",1
"Montgomery, Texas",4
"Monticello, Iowa",1
"Monticello, Minn.",1
"Monticello, Mn",1
"Monticello, Wis.",1
"Montreal, Quebec, Canada",1
"Montrose, Mich.",1
"Montvale, N.j.",1
"Monument, Co",3
"Monument, Colo.",6
Moodus,1
"Moodus, Ct",1
"Moon Township, Pa",1
"Moon Township, Pa.",3
"Moore, Oklahoma",1
"Moore, S.c.",1
"Moorestown, N.j.",1
"Mooresville, N.c.",6
"Mooresville, Nc",1
"Moorhead, Minn.",1
"Moose Jaw, Sask.",1
"Mora, Minn.",1
"Moraga, Calif.",1
"Morehead, Ky.",1
"Moreno Valley, Ca.",1
"Morgan Hill, Calif.",1
"Morganton, N.c.",3
"Morgantown, Pa.",1
"Morgantown, W.v.",1
"Morinville, Alberta",1
"Morris, Ill.",1
"Morris, Minn.",1
"Morrison, Iowa",1
"Morrisonville, Ny",1
"Morristown, N.j.",2
"Morrisville, N.y.",1
"Morrisville, Ny",1
Morrow,1
"Morton, Il",1
"Morton, Illinois",1
"Morton, Pa",1
"Moscow, Idaho",1
"Moscow, Iowa",1
"Mosinee, Wis.",1
"Mounds View, Minn.",1
"Mount Airy, Ga.",1
"Mount Airy, Md.",1
"Mount Carmel, Ill.",1
"Mount Holly, N.c.",2
"Mount Holly, Nc",1
"Mount Horeb, Wi",1
"Mount Joy, Pa",2
"Mount Juliet, Tenn.",2
"Mount Morris, Ill.",1
"Mount Olive, Ala.",1
"Mount Pleasant, Mich.",2
"Mount Pleasant, N.c.",1
"Mount Pleasant, S.c.",4
"Mount Prospect, Ill.",2
"Mount Vernon, Ind.",1
"Mount Vernon, Iowa",3
"Mount Vernon, N.y.",1
"Mount Vernon, Ohio",1
"Mount Vernon, Wa",1
"Mountain Brook, Ala.",1
"Mountain Grove, Mo",1
"Mountain Grove, Mo.",1
"Mountain Home, Id",1
"Mountain View, Calif.",1
"Mountain View, Wyo.",1
"Mountainside, Nj",1
"Mountainview, Calif.",1
"Moville, Iowa",1
"Moyock, N.c.",1
"Mt. Juliet, Tenn.",1
"Mt. Olive, Ala.",1
"Mt. Pleasant, Mi",1
"Mt. Pleasant, N.c.",1
"Mt. Pleasant, S.c.",1
"Mt. Vernon, Ind.",1
"Mt. Washington, Ky.",1
"Mukilteo, Wa",3
"Mukwonago, Wi",1
"Mukwonago, Wis.",3
"Mukwonago,Wis.",1
"Mulberry, Fl",1
"Mulberry, Ind.",1
"Mulhall, Ok",1
"Mullica Hill, N.j.",1
"Muncie, In",1
"Muncie, Ind.",5
"Mundelein, Ill.",1
"Munhall, Pa.",1
"Munster, Ind.",4
"Murfreesboro, Tenn.",13
"Murfreesboro, Tennessee",1
Murphy Hs,1
"Murphy, Texas",1
"Murphy, Tx",1
"Murray, Ky.",1
"Murray, Ut",1
Murrieta,2
Murrieta Valley,1
"Murrieta, Ca",2
"Murrieta, Calif.",16
"Murrysville, Pa",1
"Murrysville, Pa.",1
"Muscatine, Iowa",1
"Muskego, Wis.",5
"Muskegon, Mich.",1
"Mustang, Okla.",1
"Mustang, Oklahoma",1
"Myakka City, Fla.",1
"Myerstown, Pa",1
"Myerstown, Pa.",1
"Myrtle Beach, S.c.",1
"Myrtle Beach, Sc",2
"Nacogdoches, Texas",2
"Naerum, Denmark",1
"Nampa, Idaho",6
"Nanticoke, Pa",1
"Nantucket, Mass.",1
"Nanuet, Ny",1
"Napanee, Ontario",1
"Naperville, Il",3
"Naperville, Il.",1
"Naperville, Ill.",17
"Naples, Fl",2
"Naples, Fla.",10
"Naples, Maine",1
"Napoleonville, La.",1
"Naranjito, Puerto Rico",2
"Narrows, Va",1
"Nashotah, Wis.",1
"Nashua, N.h.",1
"Nashua, Nh",1
"Nashville, Nc",1
"Nashville, Tenn.",15
"Nashville, Tennessee",1
"Nassau, Bahamas",2
"Nassau, Ny",1
"Natick, Ma",1
"Natick, Mass.",1
"Naugatuck, Conn.",1
"Navarre, Fla.",1
"Nazareth, Pa.",3
"Needham, Mass.",2
"Needville, Texas",1
"Neenah, Wis.",2
"Neosho, Mo.",1
"Nephi, Ut",1
"Nesconset, N.y.",2
"Nesquehoning, Pa.",2
"Netawaka, Kansas",1
"Nevada, Ia",1
"Nevada, Iowa",3
"Nevis, Minn.",1
New Albany,1
"New Albany, In",1
"New Albany, Ind.",3
"New Albany, Pa.",1
"New Baltimore, Mi",1
"New Baltimore, Mich.",1
"New Berlin, Illinois",1
"New Berlin, Wi.",1
"New Berlin, Wis.",1
"New Braunfels, Texas",15
"New Braunfels, Tx",4
"New Braunfels,Tx",1
"New Canaan, Conn",1
"New Canaan, Conn.",1
"New Carlisle, Oh",1
"New Carrollton, Md.",1
"New Castle, Del.",2
"New Castle, Ind.",3
"New Castle, Pa",2
"New Castle, Pa.",2
"New City, N.y.",1
"New Cumberland, Pa.",1
"New Franklin, Ohio",2
New Glarus,1
"New Hampton, Ny",1
"New Hartford, N.y.",1
"New Haven, Conn.",1
"New Haven, Mich.",1
"New Hope, Mn",1
"New Hope, Pa",1
"New Hyde Park, Ny",1
"New Knoxville, Oh.",1
"New Knoxville, Ohio",1
"New Lenox, Il",1
"New Lenox, Ill.",3
"New Lisbon, Wis.",1
"New London, Oh",1
"New Market, Md.",3
"New Martinsville, W.va.",2
"New Martinsville, Wv.",1
"New Milford, Conn.",3
"New Milford, Nj",2
"New Orleans, La",5
"New Orleans, La.",7
"New Oxford, Pa.",1
"New Palestine, Ind.",1
"New Paltz, N.y.",1
"New Paris, Ind.",1
"New Philadelphia, Ohio",4
"New Prague, Minn.",2
"New Sarepta, Alberta, Canada",1
"New Sewickley Township, Pa",1
"New Smyrna Beach, Fla.",1
"New Smyrna Beach, Florida",1
"New Strawn, Ks",1
"New Ulm, Minn.",3
"New Virginia, Iowa",1
"New Washington, Ohio",2
"New Waterford, Ohio",1
"New Woodstock, Ny",1
"New York City, N.y.",1
"New York Mills, Minn.",1
"New York, N.y.",14
"New York, New York",3
"New York, Ny",8
"Newark, De",1
"Newark, Del.",3
"Newark, Ill.",1
"Newark, N.j.",2
"Newark, Nj",4
"Newark, Ny",1
"Newark, Ohio",2
"Newberg, Ore.",2
"Newburgh, In",1
"Newburgh, Ind.",3
"Newburgh, N.y.",1
"Newbury Park, Calif.",1
"Newbury, Ohio",1
"Newcastle, Wyo.",1
"Newell, Iowa",1
Newhall,1
"Newington, Conn.",1
"Newnan, Ga.",6
"Newnan, Georgia",1
"Newport Beach, Calif.",6
"Newport News, Va.",1
"Newton, Kan.",2
"Newton, Ks",1
"Newton, Ma",1
"Newton, Mass.",1
"Newtown Square, Pa.",1
"Newtown, Conn.",3
"Newtown, Pa",2
"Newville, Pa.",2
"Niagara, Wis.",2
"Niagara-On-The-Lake, Ontario",1
"Niantic, Conn.",1
"Nicktown, Pa",2
"Nicosia, Cyprus",3
"Nikiski, Alaska",1
"Nine Mile Falls, Wash.",1
"Nine Miles Falls, Wash.",1
"Ninety Six, S.c.",1
"Niskayuna, N.y.",2
"Nisswa, Minn.",1
"Niwot, Colo.",2
"Nixa, Mo",2
"Nixa, Mo.",5
"Noblesville, In",2
"Noblesville, Ind.",6
"Nocatee,Fl",1
"Nogales, Sonora",1
"Nolensville, Tenn.",4
"Norco, Ca.",1
"Norco, Calif.",1
"Norcross, Ga",1
"Norcross, Ga.",1
"Norfolk, Neb.",1
"Norfolk, Va",2
"Norfolk, Va.",1
"Norfork, Arkansas",1
"Normal, Ill",1
"Normal, Ill.",5
"Norman, Okla.",3
"Norman, Oklahoma",1
"Norris City, Ill",1
"Norris City, Ill.",1
"Norristown, Pa",2
"Norristown, Pa.",2
"North Andover, Mass.",2
"North Attleboro, Mass.",1
"North Aurora, Il",2
"North Aurora, Ill.",1
"North Babylon, N.y.",1
"North Beach, Md.",1
"North Branch, Minn.",1
"North Canton, Oh",1
"North Canton, Ohio",2
"North Chesterfield, Va",1
"North Collins, Ny",3
"North Fort Myers, Fla.",1
"North Hampton, N.h.",1
"North Huntingdon, Pa",2
"North Huntingdon, Pa.",1
"North Huntington, Pa.",1
"North Kingstown, R.i.",1
"North Kingstown, Ri",1
"North Las Vegas, Nev.",1
"North Liberty, Iowa",3
"North Little Rock, Ark.",3
"North Myrtle Beach, S.c.",1
"North Olmsted, Ohio",1
"North Platte, Ne",2
"North Pole, Alaska",5
"North Port, Fla.",1
"North Potomac, Md",1
"North Prairie, Wis.",2
"North Providence, R.i.",1
"North Richland Hills, Texas",2
North Ridgeville,1
"North Ridgeville, Ohio",1
"North Royalton, Oh.",1
"North Royalton, Ohio",3
"North Scituate, R.i.",1
"North St. Paul, Minn.",1
"North Tama, Iowa",1
"North Tonawanda, N.y.",2
"North Vernon, Ind.",1
"North Wales, Pa",1
"North Wales, Pa.",2
"Northampton, Pa.",1
"Northborough, Mass.",1
"Northbrook, Il",2
"Northbrook, Ill.",3
"Northern Cambria, Pa.",1
"Northfield, Ill.",2
"Northfield, Minn.",8
"Northfield, Mn",1
"Northfield, Ohio",2
"Northport, Ala.",2
"Northridge, Calif.",1
"Northville, Mi",2
"Northville, Mi.",1
"Northville, Mich.",6
"Norton, Mass.",1
"Norton, Oh",1
"Norton, Ohio",1
"Norwalk, Ca",1
"Norwalk, Conn.",2
"Norwalk, Ohio",1
"Norwell, Mass.",1
"Norwood Young America, Minn.",1
"Norwood, N.c.",1
"Nottingham, Nh",1
"Novato, Calif.",1
"Novelty, Oh",1
"Novelty, Ohio",2
"Novi Sad, Serbia",1
"Novi, Mich.",1
"Novi, Michigan",1
"Nunda, Ny",1
"Nyack, N.y.",1
"O'ahu, Hawaii",1
"O'fallon, Mo",1
"O'fallon, Mo.",6
"Oak Creek, Wi",1
"Oak Creek, Wis.",2
"Oak Grove, Minn.",1
"Oak Hill, Va.",1
"Oak Hills, Ca",1
"Oak Lawn, Il",1
"Oak Lawn, Ill.",3
"Oak Park, Il",1
"Oak Park, Ill.",2
"Oak Ridge, N.j.",1
"Oak Ridge, Tenn.",1
"Oakdale, Ca",2
"Oakdale, Calif.",1
"Oakdale, Minn.",2
"Oakdale, N.y.",1
"Oakdale, Pa",1
Oakland,1
"Oakland, Ca",1
"Oakland, Calif.",4
"Oakland, Mich.",1
"Oakland, Neb.",1
"Oakville, Conn.",1
"Oakville, Ontario",1
"Oakwood, Ill.",1
"Oberlin, Oh",1
"Ocala, Fla.",10
"Ocean Springs, Miss.",1
"Ocean, N.c.",1
Oceanside,1
"Oceanside, Ca",1
"Oceanside, Calif.",2
"Oconomowoc, Wi",2
"Oconomowoc, Wis.",6
"Oconomowoc, Wisconsin",1
"Oconto Falls, Wis.",1
"Oconto, Wis.",3
"Odenton, Md",1
"Odenton, Md.",3
"Odessa, Fla.",2
"Ogallala, Neb.",1
"Oglesby, Ill.",1
"Okeechobee, Fla.",1
"Okemos, Mich.",1
Oklahoma City,1
"Oklahoma City, Ok",2
"Oklahoma City, Okla.",2
"Okoboji, Iowa",1
"Okotoks, Alberta",1
"Olathe, Kan.",9
"Olathe, Kansas",1
"Olathe, Ks",5
"Old Bethpage, N.y.",1
"Old Forge, Ny",1
"Old Hickory, Tenn.",1
"Old Tappan, N.j.",1
"Oldsmar, Fla.",1
"Olean, N.y.",1
"Olean, Ny",3
"Olive Branch, Miss.",2
"Olive Branch, Mississippi",1
"Olive Hill, Ky.",1
"Olivia, Minn.",1
Olmsted Falls,1
"Olmsted Township, Ohio",1
"Olney, Md.",2
"Olympia Fields, Ill.",1
"Olympia, Wa",1
"Olympia, Wash",1
"Olympia, Wash.",3
"Omaha, Ne",1
"Omaha, Neb",1
"Omaha, Neb.",39
"Onalaska, Wis.",1
"Onamia, Minn.",1
"Oneida, Wis.",1
"Oneonta, N.y.",1
"Oneonta, Ny",1
"Ontario, Ca",1
"Ontario, Calif.",1
"Ontario, Ny",2
"Opelousas, La.",2
"Orange City, Iowa",1
"Orange County, Ca",1
"Orange County, Calif.",1
"Orange Park, Fla.",1
"Orange, Calif.",3
"Orangeburg, S.c.",1
"Orangeburge, S.c.",1
Orchard Park,1
"Orchard Park, N.y.",1
"Orchard Park, Ny",1
"Oreana, Il",1
"Oreana, Ill.",1
"Orefield, Pa.",2
"Oregon City, Or",2
"Oregon, Ill.",1
"Oregon, Oh.",1
"Oregon, Ohio",3
"Orem, Utah",1
"Orient, Ohio",1
"Orinda, Calif.",1
"Orion, Ill.",1
"Orland Park, Ill.",7
"Orlando, Fl",2
"Orlando, Fla",1
"Orlando, Fla.",28
"Orlando, Florida",1
"Ormond Beach, Fla.",1
"Orono, Minn.",1
"Orrtanna, Pa.",1
Orrville,1
"Orrville, Ohio",1
"Orville, Oh",1
"Orwigsburg, Pa.",2
"Osage, Iowa",4
"Osawatomie, Ks",1
"Osceola, Ind.",1
"Osceola, Wis.",2
"Oshkosh, Wi",1
"Oshkosh, Wis.",4
"Oshkosh, Wisc.",1
"Oskaloosa, Iowa",1
"Osseo, Wis.",1
"Ossining, N.y.",1
"Osterville, Mass.",1
"Oswego, Il",2
"Oswego, Ill.",8
"Oswego, N.y.",1
"Otisville, Ny",1
"Otsego, Minn.",3
"Ottawa, Il",1
"Ottawa, Ill.",1
"Ottawa, Kan.",1
"Ottawa, Ohio",2
"Ottawa, Ontario, Canada",1
"Ottowa, Ontario",1
"Ottumwa, Ia",1
"Outer Banks, Nc",1
"Outremont, Quebec",1
"Overland Park, Kan.",24
"Overland Park, Kans.",1
"Overland Park, Ks",4
"Overland Park, Ks.",1
"Ovideo, Fla.",1
"Oviedo, Fl",1
"Oviedo, Fla.",9
"Owasso, Ok",1
"Owasso, Okla.",1
"Owatonna, Minn.",1
"Owego, N.y.",1
"Owensboro, Ky.",8
"Owings, Md",1
"Owosso, Mich.",1
"Oxford, Conn.",2
"Oxford, Mich.",3
"Oxford, N.c.",2
"Oxford, Nc",1
"Oxford, Pa.",1
Oxnard,1
"Oxnard, Calif.",1
"Oxon Hill, Md",1
"Ozark, Mo",3
"Ozark, Mo.",2
"Pace, Fla.",2
"Pacific Palisades, Ca",1
"Pacific Palisades, Calif.",3
"Pacolet, S.c.",1
"Paducah, Ky.",1
"Painesville Township, Ohio",2
Painted Post,1
"Palatine, Il",2
"Palatine, Ill.",1
"Palisades, Calif.",1
"Palm Bay, Florida",1
"Palm Beach Gardens, Fla.",5
"Palm City, Fla.",3
"Palm Desert, Ca",1
"Palm Desert, Calif.",1
"Palm Desert, California",1
"Palm Harbor, Fla.",2
"Palm Harbor, Florida",1
"Palm Springs, Calif.",1
"Palmdale, Calif.",2
"Palmyra, Pa",1
"Palmyra, Pa.",1
"Palo Alto, Calif.",2
"Palos Heights, Il",1
"Palos Heights, Ill.",2
"Palos Hills, Ill.",1
"Palos Park, Ill.",1
"Palos Verdes, Calif.",1
"Pampa, Texas",2
"Panama City, Fla.",2
"Pancevo, Serbia",1
"Paola, Kansas",1
"Papakolea, Hawaii",1
"Papillion, Ne",1
"Papillion, Neb.",10
"Papillion, Nebraska",2
"Paradise, Texas",1
"Paragould, Ark.",2
"Paris, Texas",1
"Park City, Utah",7
"Park Falls, Wis.",1
"Park Forest, Il",1
"Park Hills, Ky.",1
"Park Ridge, Ill.",1
"Parker City, In",2
"Parker, Co",3
"Parker, Col.",1
"Parker, Colo.",19
"Parker, S.d.",1
"Parkersburg, W.va.",1
"Parkersburg, Wv",1
"Parkesburg, Pa.",1
"Parkland, Fla.",1
"Parkville, Mo",1
"Parkville, Mo.",1
"Parma, Oh",2
"Parma, Ohio",1
"Parsippany, N.j.",1
"Pasadena, Ca",2
"Pasadena, Calif.",4
"Pasadena, Md.",1
"Pasadena, Texas",1
"Pasco, Wash.",1
"Paso Robles, Calif.",1
"Pataskala, Oh",1
"Pataskala, Ohio",1
"Patchogue, Ny",1
"Paterson, N.j.",1
"Paterson, Nj",1
"Patillas, Puerto Rico",3
"Paulina, Louisiana",1
"Pauline, S.c.",1
"Pauline, Sc",1
"Paw Paw, Ill.",1
"Paw Paw, Mich.",1
"Paynesville, Minn.",1
"Peachtree City, Ga",1
"Peachtree City, Ga.",3
"Peachtree Corners, Ga.",1
"Pearcy, Ark.",1
"Pearisburg, Va.",1
"Pearl City, Hawaii",1
"Pearl City, Hi",1
"Pearl City, Ill.",1
"Pearl River, N.y.",1
"Pearl River, Ny",1
"Pearland, Texas",17
"Pearland, Tx",3
"Pearland, Tx.",1
"Peaster, Tx",1
"Peculiar, Mo.",1
"Pedernales, Dominican Republic",1
"Pekin, Ill.",1
"Pekin, Illinois",1
"Pelham, N.h.",1
"Pella, Iowa",4
"Pembroke Pines, Fla.",2
"Pembroke, Mass.",1
"Pembroke, Va",1
Pendleton Heights,1
"Pendleton, N.y.",1
"Pendleton, Ore.",1
"Pendleton, Sc",1
"Penfield, N.y.",2
"Penfield, Ny",4
"Pennington, N.j.",1
"Pennock, Minn.",1
"Pensacola, Fl",1
"Pensacola, Fla.",10
"Peoria, Ariz.",14
"Peoria, Arz.",1
"Peoria, Az",4
"Peoria, Ill.",1
"Peosta, Iowa",1
"Peotone, Ill.",2
"Pequot Lakes, Minn.",1
"Perkasie, Pa.",4
"Perry, Fl",1
"Perry, Kan.",1
"Perrysburg, Oh.",1
"Perrysburg, Ohio",5
"Peru, Ill.",1
"Peru, N.y.",1
"Petaluma, Calif.",2
"Peterborough, Ont.",1
"Petersburg, Ak",1
"Petersburg, Ill.",1
"Petersburg, Ky.",1
"Petoskey, Mich.",2
"Pewaukee, Wi",1
"Pewaukee, Wis.",5
"Peyton, Colo.",1
"Pflugerville, Texas",3
"Pflugerville, Tx",3
"Phenix City, Al",1
Philadelphia,1
"Philadelphia, Pa",4
"Philadelphia, Pa.",5
"Philippi, W.va.",1
"Phillipsburg, Kan.",1
Phoenix,3
"Phoenix, Ari.",1
"Phoenix, Ariz.",41
"Phoenix, Az",11
"Phoenix, Md.",1
"Phoenixville, Pa.",2
"Pickens, S.c.",2
"Pickens, Sc",1
"Pickerington, Oh",1
"Pickerington, Ohio",8
"Piedmont, Ca",1
"Piedmont, Calif.",1
"Piedmont, Okla.",1
"Piedmont, S.c.",2
"Pierce City, Mo.",1
"Pierce, Neb.",1
"Pierre, S.d.",1
"Pierz, Minn.",1
"Pike Road, Ala.",1
"Pikeville, Nc.",1
"Pikeville, Tenn.",1
"Pilot Mountain, N.c.",1
"Pilot Point, Texas",1
"Pinckneyville, Ill.",1
"Pine City, N.y.",1
"Pine City, Ny",1
"Pine Grove, Pa.",1
"Pine Hill, N.j.",1
"Pine Island, Minn.",1
"Pinedale, Wyoming",1
"Pinehill, N.m.",1
"Pinehurst, N.c.",2
"Pingree Grove, Ill.",3
"Pioneer, Ohio",1
"Piperton, Tenn.",1
"Piqua, Ohio",2
"Piscataway, N.j.",2
"Piscataway, Nj",2
"Pismo Beach, Ca",1
"Pittsboro, Ind.",2
"Pittsboro, N.c.",2
"Pittsboro, Nc",1
"Pittsburgh, Pa",9
"Pittsburgh, Pa.",33
"Pittsburgh, Penn.",1
"Pittsfield, Mass.",1
"Pittsford, N.y.",1
"Pittsford, Ny",1
"Pittstown, Nj",1
"Placentia, Ca",1
"Plain City, Oh",1
"Plainfield, Il",2
"Plainfield, Ill.",19
"Plainfield, Ind.",3
"Plainfield, N.j.",1
"Plainview, Minn.",1
"Plainville, Mass.",1
"Plano, Tex.",1
"Plano, Texas",22
"Plano, Tx",2
"Plant City, Fla.",1
"Platte City, Mo",1
"Plattekill, N.y.",1
"Platteville, Wis.",1
"Plattsburg, Mo.",1
"Plattsburgh, N.y.",3
"Plattsburgh, Ny",1
"Pleasant Grove, Al",1
"Pleasant Grove, Ala.",1
"Pleasant Grove, Utah",1
"Pleasant Hill, Ia",1
"Pleasant Hill, Mo.",1
"Pleasant Hill, Ore,",1
"Pleasant Hills, Pa",2
"Pleasant Plains, Ill.",1
"Pleasant Prairie, Wi",1
"Pleasant Valley, Ny",1
Pleasanton,1
"Pleasanton, Calif.",1
"Plovdiv, Bulgaria",1
"Plover, Wis.",1
"Plum Borough, Pa",1
"Plymouth Meeting, Pa.",2
"Plymouth, Ind.",1
"Plymouth, Mass.",3
"Plymouth, Mich.",3
"Plymouth, Minn.",5
"Plymouth, Wis.",1
"Pocatello, Id",1
"Pocatello, Idaho",4
"Point Loma, Ca",1
"Pomona, Ny",1
"Pompano Beach, Fl",1
"Ponca City, Okla.",1
"Ponca, Neb.",1
"Ponce, P.r.",1
"Ponce, Puerto Rico",5
"Ponder, Tx",1
"Ponte Vedra Beach, Fla.",3
"Ponte Vedra, Fla.",2
"Pooler, Ga.",2
"Poolesville, Md.",1
"Poplar Grove, Ill.",1
"Poquoson, Va.",2
"Port Angeles, Wa",1
"Port Arthur, Tx",1
"Port Charlotte, Fla.",1
"Port Deposit, Md.",2
"Port Huron, Mich.",2
"Port Jefferson, N.y.",1
"Port Ludlow, Wash.",1
"Port Matilda, Pa.",1
"Port St. Lucie, Fla.",4
Port Washington,1
