ncaa_id,team,player_id,name,year,hometown,high_school,previous_school,height,position,jersey,url,season,latitude,longitude,city,state,county,country,zip,country_2,source
695,UT Martin,4783,Hannah Haislip,Redshirt Sophomore,"Gates, Tenn.",NA,Halls HS,"5'7""",S,6,https://www.utmsports.com/sports/womens-volleyball/roster/hannah-haislip/4783,2023-2024,35.83841,-89.40618,Gates,TN,Lauderdale County,US,NA,NA,NA
695,UT Martin,4782,Kayla Carrell,Graduate Student,"Pensacola, Fla.",NA,Pensacola Catholic HS,"5'6""",L/DS,7,https://www.utmsports.com/sports/womens-volleyball/roster/kayla-carrell/4782,2023-2024,30.428781,-87.222516,Pensacola,FL,Escambia County,US,NA,NA,NA
695,UT Martin,4789,Ryan Rednour,Senior,"Huntertown, Ind.",NA,Southern Illinois,"5'9""",DS,9,https://www.utmsports.com/sports/womens-volleyball/roster/ryan-rednour/4789,2023-2024,41.22838,-85.17247,Huntertown,IN,Allen County,US,NA,NA,NA
695,UT Martin,4793,Halle Everett,Junior,"Norris City, Ill.",NA,Memphis,"6'3""",OH,11,https://www.utmsports.com/sports/womens-volleyball/roster/halle-everett/4793,2023-2024,37.98116,-88.32921,Norris City,IL,White County,US,NA,NA,NA
695,UT Martin,4786,Olivia O'Keefe,Senior,"Scottsdale, Ariz.",NA,Tusculum,"5'10""",OPP/DS,14,https://www.utmsports.com/sports/womens-volleyball/roster/olivia-o-keefe/4786,2023-2024,33.534451,-111.887354,Scottsdale,AZ,Maricopa County,US,NA,NA,NA
695,UT Martin,4790,Mia Saenz,Sophomore,"Lexington, Ky.",NA,Bryan Station HS,"6'1""",MB,16,https://www.utmsports.com/sports/womens-volleyball/roster/mia-saenz/4790,2023-2024,38.016674,-84.486043,Lexington,KY,Fayette County,US,NA,NA,NA
695,UT Martin,4784,Zoe Merriweather,Redshirt Junior,"Hernando, Miss.",NA,Hernando HS,"6'1""",MB,21,https://www.utmsports.com/sports/womens-volleyball/roster/zoe-merriweather/4784,2023-2024,34.80684,-89.994591,Hernando,MS,Desoto County,US,NA,NA,NA
695,UT Martin,4792,Addy Vaughn,Junior,"St. Henry, Ohio",NA,St. Henry HS,"6'0""",S/OPP,22,https://www.utmsports.com/sports/womens-volleyball/roster/addy-vaughn/4792,2023-2024,40.408584,-84.635417,Saint Henry,OH,Mercer County,US,NA,NA,NA
536,UT-Rio Grande Valley,8869,Claudia Lupescu,Junior,"Bucharest, Romania",NA,Tyler Junior College,"5'11""",Outside,1,https://www.goutrgv.com/sports/womens-volleyball/roster/claudia-lupescu/8869,2023-2024,38.282629,-79.015029,Roman,VA,Augusta County,US,NA,NA,NA
536,UT-Rio Grande Valley,8872,Madi Spencer,Graduate Student,"Wichita, Kan.",Trinity Academy,Niagara,"5'9""",Libero,4,https://www.goutrgv.com/sports/womens-volleyball/roster/madi-spencer/8872,2023-2024,37.651974,-97.258997,Wichita,KS,Sedgwick County,US,NA,NA,NA
536,UT-Rio Grande Valley,8924,Kiaraliz Perez,Junior,"Naranjito, Puerto Rico",Academia Santa Teresita,Miami Dade College,"5'5""",Libero/Defensive,8,https://www.goutrgv.com/sports/womens-volleyball/roster/kiaraliz-perez/8924,2023-2024,18.298017,-66.229751,Naranjito,PR,Naranjito Municipio,US,NA,NA,NA
536,UT-Rio Grande Valley,8870,Natalie Reyes,Sophomore,"Mission, Texas",Sharyland Pioneer High School,Sharyland Pioneer High School,"5'6""",Setter,14,https://www.goutrgv.com/sports/womens-volleyball/roster/natalie-reyes/8870,2023-2024,26.228735,-98.376167,Mission,TX,Hidalgo County,US,NA,NA,NA
30024,Utah Valley,9946,Tori Ellis,Senior,"Heber City, Utah",Wasatch HS,NA,"6'4""",Outside,2,https://www.gouvu.com/sports/womens-volleyball/roster/tori-ellis/9946,2023-2024,40.517678,-111.348882,Heber City,UT,Wasatch County,US,NA,NA,NA
30024,Utah Valley,9951,Madi Standifird,Freshman,"Lehi, Utah",Skyridge HS,NA,"5'9""",Outside,3,https://www.gouvu.com/sports/womens-volleyball/roster/madi-standifird/9951,2023-2024,40.39162,-111.85077,Lehi,UT,Utah County,US,NA,NA,NA
30024,Utah Valley,9942,Abbie Medeiros,Senior,"Lindon, Utah",Pleasant Grove HS,NA,"5'8""",Setter,4,https://www.gouvu.com/sports/womens-volleyball/roster/abbie-medeiros/9942,2023-2024,40.340251,-111.719923,Lindon,UT,Utah County,US,NA,NA,NA
30024,Utah Valley,9944,Avery Shewell,Sophomore,"Lehi, Utah",Lehi HS,NA,"6'1""",Outside,5,https://www.gouvu.com/sports/womens-volleyball/roster/avery-shewell/9944,2023-2024,40.39162,-111.85077,Lehi,UT,Utah County,US,NA,NA,NA
30024,Utah Valley,9952,Molly Cummard,Redshirt Freshman,"Mesa, Ariz.",Mesa HS,NA,"5'5""",Defensive,6,https://www.gouvu.com/sports/womens-volleyball/roster/molly-cummard/9952,2023-2024,33.440695,-111.856967,Mesa,AZ,Maricopa County,US,NA,NA,NA
30024,Utah Valley,10001,Charity Wilson,Junior,"Rexburg, Idaho",Madison HS,Edmonds College / SLCC,"5'10""",Outside,7,https://www.gouvu.com/sports/womens-volleyball/roster/charity-wilson/10001,2023-2024,43.79132,-111.771375,Rexburg,ID,Madison County,US,NA,NA,NA
30024,Utah Valley,9953,Lani Matavao,Freshman,"West Jordan, Utah",West Jordan HS,NA,"5'6""",Defensive,8,https://www.gouvu.com/sports/womens-volleyball/roster/lani-matavao/9953,2023-2024,40.622887,-111.964564,West Jordan,UT,Salt Lake County,US,NA,NA,NA
30024,Utah Valley,9940,Jules Fink,Redshirt Junior,"South Lebanon, Ohio",Kings HS,NA,"6'2""",Middle,10,https://www.gouvu.com/sports/womens-volleyball/roster/jules-fink/9940,2023-2024,39.356027,-84.207204,South Lebanon,OH,Warren County,US,NA,NA,NA
30024,Utah Valley,9954,Evalyn  Chism,Freshman,"Bountiful, Utah",Bountiful HS,NA,"5'10""",Setter,11,https://www.gouvu.com/sports/womens-volleyball/roster/evalyn-chism/9954,2023-2024,40.874038,-111.870994,Bountiful,UT,Davis County,US,NA,NA,NA
30024,Utah Valley,10002,Grace Morrill,Junior,"Salt Lake City, Utah",Brighton HS,Roosevelt / Central Wyoming College,"5'4""",Defensive,14,https://www.gouvu.com/sports/womens-volleyball/roster/grace-morrill/10002,2023-2024,40.756095,-111.900719,Salt Lake City,UT,Salt Lake County,US,NA,NA,NA
30024,Utah Valley,9945,Caleigh Vagana,Senior,"West Valley City, Utah",Hunter HS,NA,"5'11""",Middle,15,https://www.gouvu.com/sports/womens-volleyball/roster/caleigh-vagana/9945,2023-2024,40.691613,-112.00105,West Valley City,UT,Salt Lake County,US,NA,NA,NA
30024,Utah Valley,9943,Kendra Nock,Redshirt Sophomore,"Temecula, Calif.",Great Oak HS,NA,"6'4""",Middle,17,https://www.gouvu.com/sports/womens-volleyball/roster/kendra-nock/9943,2023-2024,33.752886,-116.055617,Temecula,CA,Riverside County,US,NA,NA,NA
30024,Utah Valley,9958,Eliza Hakes,Redshirt Freshman,"Folsom, Calif.",Folsom HS,NA,"6'0""",Outside,18,https://www.gouvu.com/sports/womens-volleyball/roster/eliza-hakes/9958,2023-2024,38.666597,-121.141636,Folsom,CA,Sacramento County,US,NA,NA,NA
30024,Utah Valley,9938,Hailey Cuff,Redshirt Senior,"Salem, Utah",Salem Hills HS,Utah State,"6'0""",Outside,19,https://www.gouvu.com/sports/womens-volleyball/roster/hailey-cuff/9938,2023-2024,40.011274,-111.599759,Salem,UT,Utah County,US,NA,NA,NA
30024,Utah Valley,9941,Kalea Kennedy,Senior,"Parker, Colo.",Chaparral HS,Denver,"6'0""",Outside,20,https://www.gouvu.com/sports/womens-volleyball/roster/kalea-kennedy/9941,2023-2024,42.01777,-93.31521,Colo,IA,Story County,US,NA,NA,NA
756,Washington,15140,Kierstyn Barton,Freshman,"Chandler, Ariz.",Corona Del Sol,NA,"6'1""",Outside,9,https://www.gohuskies.com/sports/womens-volleyball/roster/kierstyn-barton/15140,2023-2024,33.324113,-111.878217,Chandler,AZ,Maricopa County,US,NA,NA,NA
756,Washington,15128,Lauren Bays,Junior,"Orange County, Calif.",Foothill,NA,"5'8""",Libero,20,https://www.gohuskies.com/sports/womens-volleyball/roster/lauren-bays/15128,2023-2024,32.96229,-108.61116,Cliff,NM,Grant County,US,NA,NA,NA
756,Washington,15129,Emoni Bush,Junior,"Campbell River, Canada",Carihi Secondary,NA,"6'3""",Outside,4,https://www.gohuskies.com/sports/womens-volleyball/roster/emoni-bush/15129,2023-2024,50.008373,-125.276963,Campbell River,BC,NA,CA,NA,NA,NA
756,Washington,15130,Madi Endsley,Junior,"Temecula, Calif.",Cathedral Catholic,NA,"6'2""",Outside,18,https://www.gohuskies.com/sports/womens-volleyball/roster/madi-endsley/15130,2023-2024,33.752886,-116.055617,Temecula,CA,Riverside County,US,NA,NA,NA
756,Washington,15131,Maeve Griffin,Sophomore,"Gig Harbor, Wash.",Peninsula,NA,"5'8""",Libero,2,https://www.gohuskies.com/sports/womens-volleyball/roster/maeve-griffin/15131,2023-2024,47.369501,-122.715346,Gig Harbor,WA,Pierce County,US,NA,NA,NA
756,Washington,15132,Elise Hani,Redshirt Freshman,"Kirkland, Wash.",Lake Washington,NA,"6'4""",Middle,19,https://www.gohuskies.com/sports/womens-volleyball/roster/elise-hani/15132,2023-2024,47.673263,-122.187029,Kirkland,WA,King County,US,NA,NA,NA
756,Washington,15142,Brooke Huard,Freshman,"Bellevue, Wash.",Bellevue,NA,"5'8""",Libero,11,https://www.gohuskies.com/sports/womens-volleyball/roster/brooke-huard/15142,2023-2024,47.615471,-122.207221,Bellevue,WA,King County,US,NA,NA,NA
756,Washington,15137,Kayce Litzau,Senior,"Greendale, Wis.",Greendale,Wichita State,"5'10""",Setter,5,https://www.gohuskies.com/sports/womens-volleyball/roster/kayce-litzau/15137,2023-2024,42.937765,-87.998935,Greendale,WI,Milwaukee County,US,NA,NA,NA
756,Washington,15135,May Pertofsky,Senior,"Los Angeles, Calif.",Sierra Canyon,Michigan,"6'1""",Outside,7,https://www.gohuskies.com/sports/womens-volleyball/roster/may-pertofsky/15135,2023-2024,33.973951,-118.248405,Los Angeles,CA,Los Angeles County,US,NA,NA,NA
756,Washington,15141,Katy Wessels,Freshman,"Lewiston, Idaho",Lewiston,NA,"6'2""",Middle,12,https://www.gohuskies.com/sports/womens-volleyball/roster/katy-wessels/15141,2023-2024,46.3646,-116.860852,Lewiston,ID,Nez Perce County,US,NA,NA,NA
756,Washington,15133,Audra Wilmes,Sophomore,"West Linn, Ore.",West Linn,NA,"6'1""",Outside,1,https://www.gohuskies.com/sports/womens-volleyball/roster/audra-wilmes/15133,2023-2024,45.343615,-122.664926,West Linn,OR,Clackamas County,US,NA,NA,NA
756,Washington,15134,Molly Wilson,Sophomore,"Murrieta, Calif.",Murrieta,NA,"5'11""",Setter,6,https://www.gohuskies.com/sports/womens-volleyball/roster/molly-wilson/15134,2023-2024,33.548299,-117.344739,Murrieta,CA,Riverside County,US,NA,NA,NA
756,Washington,15136,Grace Zilbert,Senior,"Portland, Ore.",Lincoln,Portland,"5'8""",Libero,14,https://www.gohuskies.com/sports/womens-volleyball/roster/grace-zilbert/15136,2023-2024,45.507856,-122.690794,Portland,OR,Multnomah County,US,NA,NA,NA
786,William & Mary,16111,Olivia  Esposito,Sophomore,"Carversville, Pa.",Mount Saint Joseph's,NA,"6'1""",Middle,3,https://www.tribeathletics.com/sports/womens-volleyball/roster/olivia-esposito/16111,2023-2024,40.38649,-75.06267,Carversville,PA,Bucks County,US,NA,NA,NA
786,William & Mary,16115,Maddie  Meyers,Senior,"Chicago, Ill.",Glenbard North,NA,"6'0""",Outside,6,https://www.tribeathletics.com/sports/womens-volleyball/roster/maddie-meyers/16115,2023-2024,41.88531,-87.62213,Chicago,IL,Cook County,US,NA,NA,NA
786,William & Mary,16147,Tulasi Nalluri,Freshman,"Sunnyvale, Calif.",Redwood High School,NA,"5'8""",Defensive,7,https://www.tribeathletics.com/sports/womens-volleyball/roster/tulasi-nalluri/16147,2023-2024,37.371647,-122.023153,Sunnyvale,CA,Santa Clara County,US,NA,NA,NA
786,William & Mary,16124,Kaitlyn Dunnigan,Sophomore,"Leesburg, Va.",Tuscarora High School,NA,"5'5""",Libero,8,https://www.tribeathletics.com/sports/womens-volleyball/roster/kaitlyn-dunnigan/16124,2023-2024,39.041987,-77.605404,Leesburg,VA,Loudoun County,US,NA,NA,NA
786,William & Mary,16116,Emma Minnick,Graduate Student,"Radford, Va.",Radford High School,NA,"5'9""",Setter,9,https://www.tribeathletics.com/sports/womens-volleyball/roster/emma-minnick/16116,2023-2024,37.119732,-80.556541,Radford,VA,Radford City,US,NA,NA,NA
786,William & Mary,16146,Audrey Brcka,Freshman,"Wheaton, Ill.",Wheaton North High School,NA,"6'1""",Outside,10,https://www.tribeathletics.com/sports/womens-volleyball/roster/audrey-brcka/16146,2023-2024,41.87272,-88.112442,Wheaton,IL,Dupage County,US,NA,NA,NA
786,William & Mary,16093,Sarah Callender,Sophomore,"Yorktown, Va.",Tabb High School,NA,"6'0""",Outside,11,https://www.tribeathletics.com/sports/womens-volleyball/roster/sarah-callender/16093,2023-2024,37.230251,-76.524359,Yorktown,VA,York County,US,NA,NA,NA
786,William & Mary,16113,Ryann Love,Sophomore,"Chesapeake, Va.",Hickory High School,NA,"6'2""",Middle,12,https://www.tribeathletics.com/sports/womens-volleyball/roster/ryann-love/16113,2023-2024,36.749991,-76.218759,Chesapeake,VA,Chesapeake City,US,NA,NA,NA
786,William & Mary,16114,Sabrina Malcolm,Senior,"New Philadelphia, Ohio",New Philadelphia,NA,"6'0""",Middle,13,https://www.tribeathletics.com/sports/womens-volleyball/roster/sabrina-malcolm/16114,2023-2024,40.48979,-81.44567,New Philadelphia,OH,Tuscarawas County,US,NA,NA,NA
786,William & Mary,16118,Nicole  Smith,Sophomore,"Peachtree City, Ga.",Starrs Mill High School,NA,"6'3""",Opposite,15,https://www.tribeathletics.com/sports/womens-volleyball/roster/nicole-smith/16118,2023-2024,33.395759,-84.568173,Peachtree City,GA,Fayette County,US,NA,NA,NA
786,William & Mary,16090,Haley Adams,Junior,"South Riding, Va.",Freedom,NA,"5'9""",Outside,16,https://www.tribeathletics.com/sports/womens-volleyball/roster/haley-adams/16090,2023-2024,38.920945,-77.50388,South Riding,VA,Loudoun County,US,NA,NA,NA
786,William & Mary,16145,Katherine Arnason,Freshman,"Stillwater, Minn.",Mahtomedi High School,NA,"6'1""",Right,18,https://www.tribeathletics.com/sports/womens-volleyball/roster/katherine-arnason/16145,2023-2024,44.910384,-68.690173,Stillwater,ME,Penobscot County,US,NA,NA,NA
786,William & Mary,16092,Taylor Burrell,Graduate Student,"Boca Raton, Fla.",West Boca Raton,NA,"6'0""",Outside,22,https://www.tribeathletics.com/sports/womens-volleyball/roster/taylor-burrell/16092,2023-2024,26.348017,-80.218991,Boca Raton,FL,Palm Beach County,US,NA,NA,NA
774,Western Michigan,12983,Madison Merz,Junior,"Cincinnati, Ohio",NA,Mercy McAuley,"6'1""",Middle,1,https://www.wmubroncos.com/sports/womens-volleyball/roster/madison-merz/12983,2023-2024,39.166759,-84.53822,Cincinnati,OH,Hamilton County,US,NA,NA,NA
774,Western Michigan,12975,Mairead Boyle,Senior,"Palos Heights, Ill.",NA,Marist HS,"5'7""",Defensive,2,https://www.wmubroncos.com/sports/womens-volleyball/roster/mairead-boyle/12975,2023-2024,41.66809,-87.79644,Palos Heights,IL,Cook County,US,NA,NA,NA
774,Western Michigan,12985,Andelyn Simkins,Senior,"Schoolcraft, Mich.",NA,Schoolcraft,"5'10""",Defensive,3,https://www.wmubroncos.com/sports/womens-volleyball/roster/andelyn-simkins/12985,2023-2024,42.135078,-85.656846,Schoolcraft,MI,Kalamazoo County,US,NA,NA,NA
774,Western Michigan,12974,Reeghan Boyer,Sophomore,"Downers Grove, Ill.",NA,Montini Catholic,"5'6""",Defensive,5,https://www.wmubroncos.com/sports/womens-volleyball/roster/reeghan-boyer/12974,2023-2024,41.796279,-88.012267,Downers Grove,IL,Dupage County,US,NA,NA,NA
774,Western Michigan,12984,Keona Salesman,Senior,"Coldwater, Mich.",NA,Ferris State,"6'1""",Outside,8,https://www.wmubroncos.com/sports/womens-volleyball/roster/keona-salesman/12984,2023-2024,41.905358,-85.058716,Coldwater,MI,Branch County,US,NA,NA,NA
774,Western Michigan,12978,Logan Case,Senior,"Maineville, Ohio",NA,Ursuline Academy,"5'8""",Setter,12,https://www.wmubroncos.com/sports/womens-volleyball/roster/logan-case/12978,2023-2024,39.316973,-84.243763,Maineville,OH,Warren County,US,NA,NA,NA
774,Western Michigan,12986,Abi Wilcoxson,Senior,"Spring Arbor, Mich.",NA,Parma Western,"5'11""",Outside,15,https://www.wmubroncos.com/sports/womens-volleyball/roster/abi-wilcoxson/12986,2023-2024,42.20546,-84.55506,Spring Arbor,MI,Jackson County,US,NA,NA,NA
774,Western Michigan,12982,Julia Marr,Junior,"Cincinnati, Ohio",NA,Seton,"6'2""",Outside,16,https://www.wmubroncos.com/sports/womens-volleyball/roster/julia-marr/12982,2023-2024,39.166759,-84.53822,Cincinnati,OH,Hamilton County,US,NA,NA,NA
774,Western Michigan,12981,Maddie Kmetz,Sophomore,"St. John, Ind.",NA,Andrean,"5'9""",Setter,18,https://www.wmubroncos.com/sports/womens-volleyball/roster/maddie-kmetz/12981,2023-2024,41.453965,-87.453086,Saint John,IN,Lake County,US,NA,NA,NA
774,Western Michigan,12980,Maggie King,Graduate Student,"Cincinnati, Ohio",NA,Mason,"5'10""",Outside,19,https://www.wmubroncos.com/sports/womens-volleyball/roster/maggie-king/12980,2023-2024,39.166759,-84.53822,Cincinnati,OH,Hamilton County,US,NA,NA,NA
774,Western Michigan,12976,Mary Clare Brusek,Sophomore,"Evergreen Park, Ill.",NA,Marist HS,"6'0""",Middle,20,https://www.wmubroncos.com/sports/womens-volleyball/roster/mary-clare-brusek/12976,2023-2024,41.722005,-87.702442,Evergreen Park,IL,Cook County,US,NA,NA,NA
774,Western Michigan,12977,Anna Calcagno,Senior,"Saint Charles, Ill.",NA,Marshall University,"6'2""",Outside,21,https://www.wmubroncos.com/sports/womens-volleyball/roster/anna-calcagno/12977,2023-2024,38.858035,-90.463316,Saint Charles,MO,St. Charles County,US,NA,NA,NA
774,Western Michigan,12979,Amanda Glanton,Sophomore,"Davison, Mich.",NA,Davison,"6'3""",Middle,23,https://www.wmubroncos.com/sports/womens-volleyball/roster/amanda-glanton/12979,2023-2024,43.03475,-83.51801,Davison,MI,Genesee County,US,NA,NA,NA
2915,Wofford,8068,Mary Emily Morgan,Junior,"Atlanta, Ga.",Westminster HS,NA,"6'0""",Outside,1,https://www.woffordterriers.com/sports/womens-volleyball/roster/mary-emily-morgan/8068,2023-2024,33.844371,-84.47405,Atlanta,GA,Cobb County,US,NA,NA,NA
2915,Wofford,8255,Natalie Arnold,Freshman,"Austin, Texas",Dripping Springs,NA,"6'0""",Middle,4,https://www.woffordterriers.com/sports/womens-volleyball/roster/natalie-arnold/8255,2023-2024,30.268335,-97.741382,Austin,TX,Travis County,US,NA,NA,NA
2915,Wofford,8064,Jessica Freire,Sophomore,"Hoschton, Ga.",Mill Creek,NA,"5'4""",Defensive,5,https://www.woffordterriers.com/sports/womens-volleyball/roster/jessica-freire/8064,2023-2024,34.099031,-83.71817,Hoschton,GA,Jackson County,US,NA,NA,NA
2915,Wofford,8069,Caroline Przystup,Sophomore,"Oviedo, Fla.",Oviedo,NA,"5'10""",Defensive,9,https://www.woffordterriers.com/sports/womens-volleyball/roster/caroline-przystup/8069,2023-2024,28.744752,-81.22328,Oviedo,FL,Seminole County,US,NA,NA,NA
2915,Wofford,8072,Elise  Schneider,Senior,"Oconomowoc, Wisconsin",Arrowhead,NA,"6'1""",Defensive,10,https://www.woffordterriers.com/sports/womens-volleyball/roster/elise-schneider/8072,2023-2024,43.087062,-88.463305,Oconomowoc,WI,Waukesha County,US,NA,NA,NA
2915,Wofford,8256,Laney Klika,Freshman,"Novelty, Ohio",Gilmour Academy,NA,"5'8""",Libero,11,https://www.woffordterriers.com/sports/womens-volleyball/roster/laney-klika/8256,2023-2024,41.468754,-81.328211,Novelty,OH,Geauga County,US,NA,NA,NA
2915,Wofford,8260,Ella Schomer,Freshman,"Clarkston, Mich.",Marian,NA,"6'1""",Right,12,https://www.woffordterriers.com/sports/womens-volleyball/roster/ella-schomer/8260,2023-2024,33.810953,-84.23797,Clarkston,GA,Dekalb County,US,NA,NA,NA
2915,Wofford,8065,Emily Hodsdon,Senior,"Alpharetta, Ga.",Alpharetta,NA,"5'11""",Setter,13,https://www.woffordterriers.com/sports/womens-volleyball/roster/emily-hodsdon/8065,2023-2024,34.112373,-84.30205,Alpharetta,GA,Fulton County,US,NA,NA,NA
2915,Wofford,8259,Taylor Pecht,Freshman,"Canton, Ga.",Sequoyah,NA,"5'9""",Setter,16,https://www.woffordterriers.com/sports/womens-volleyball/roster/taylor-pecht/8259,2023-2024,34.250547,-84.49093,Canton,GA,Cherokee County,US,NA,NA,NA
2915,Wofford,8070,Annemarie Rakoski,Sophomore,"Atlanta, Ga.",St. Pius,NA,"6'3""",Middle,18,https://www.woffordterriers.com/sports/womens-volleyball/roster/annemarie-rakoski/8070,2023-2024,33.844371,-84.47405,Atlanta,GA,Cobb County,US,NA,NA,NA
2915,Wofford,8071,Abbey Richman,Senior,"Carmel, Ind.",Brebeuf Jesuit Prep,NA,"5'5""",Defensive,20,https://www.woffordterriers.com/sports/womens-volleyball/roster/abbey-richman/8071,2023-2024,39.962604,-86.174761,Carmel,IN,Hamilton County,US,NA,NA,NA
2915,Wofford,8063,Addison Foote,Senior,"Prospect, Ky.",North Oldham HS,VCU,"6'0""",Outside,21,https://www.woffordterriers.com/sports/womens-volleyball/roster/addison-foote/8063,2023-2024,38.341558,-85.598451,Prospect,KY,Jefferson County,US,NA,NA,NA
768,West Virginia,17295,Emma Beretich,Freshman,"Pickerington, Ohio",Pickerington High School Central,NA,"6'2""",Middle,13,https://www.wvusports.com/sports/womens-volleyball/roster/emma-beretich/17295,2023-2024,39.88423,-82.7535,Pickerington,OH,Fairfield County,US,NA,NA,NA
768,West Virginia,17297,Lauren Bodily,Sophomore,"Woods Cross, Utah",Woods Cross High School,Iowa Western Community College,"6'4""",Opposite,17,https://www.wvusports.com/sports/womens-volleyball/roster/lauren-bodily/17297,2023-2024,40.889027,-111.926646,Woods Cross,UT,Davis County,US,NA,NA,NA
768,West Virginia,17283,Camilla Covas,Fifth Year,"San Juan, Puerto Rico",Academia Maria Reina,South Carolina,"5'6""",Defensive,9,https://www.wvusports.com/sports/womens-volleyball/roster/camilla-covas/17283,2023-2024,18.465299,-66.116666,San Juan,PR,San Juan Municipio,US,NA,NA,NA
768,West Virginia,17276,Quincey  Coyle,Sophomore,"Fort Lupton, Colorado",Mead High School,NA,"6'0""",Outside,10,https://www.wvusports.com/sports/womens-volleyball/roster/quincey-coyle/17276,2023-2024,40.107238,-104.801094,Fort Lupton,CO,Weld County,US,NA,NA,NA
768,West Virginia,17286,Lauren DeLo,Redshirt Senior,"Anderson, South Carolina",Jenks High School,Rutgers,"6'2""",Setter,6,https://www.wvusports.com/sports/womens-volleyball/roster/lauren-delo/17286,2023-2024,34.506502,-82.605626,Anderson,SC,Anderson County,US,NA,NA,NA
768,West Virginia,17277,Samiha Foster,Sophomore,"Laurel, Maryland",Reservoir High School,NA,"5'9""",Defensive,4,https://www.wvusports.com/sports/womens-volleyball/roster/samiha-foster/17277,2023-2024,39.093136,-76.881945,Laurel,MD,Prince George's County,US,NA,NA,NA
768,West Virginia,17299,Sarah Gooch,Freshman,"Apopka, Florida",Lake Brantley High School,NA,"6'1""",Outside,0,https://www.wvusports.com/sports/womens-volleyball/roster/sarah-gooch/17299,2023-2024,28.635425,-81.488843,Apopka,FL,Orange County,US,NA,NA,NA
768,West Virginia,17284,Hailey Green,Junior,"Loveland, Ohio",Ursuline Academy,Denver,"6'2""",Outside,20,https://www.wvusports.com/sports/womens-volleyball/roster/hailey-green/17284,2023-2024,39.223187,-84.245103,Loveland,OH,Clermont County,US,NA,NA,NA
768,West Virginia,17278,Tierney  Jackson,Sophomore,"Tulsa, Oklahoma",Tulsa Union High School,NA,"6'4""",Middle,8,https://www.wvusports.com/sports/womens-volleyball/roster/tierney-jackson/17278,2023-2024,36.063095,-95.804231,Tulsa,OK,Tulsa County,US,NA,NA,NA
768,West Virginia,17285,Katie Kolar,Freshman,"Norman, Oklahoma",Norman North High School,NA,"5'9""",Setter,1,https://www.wvusports.com/sports/womens-volleyball/roster/katie-kolar/17285,2023-2024,35.208566,-97.44451,Norman,OK,Cleveland County,US,NA,NA,NA
768,West Virginia,17279,Kristen McBride,Junior,"Cincinnati, Ohio",Mount Notre Dame High School,NA,"5'9""",Defensive,21,https://www.wvusports.com/sports/womens-volleyball/roster/kristen-mcbride/17279,2023-2024,39.166759,-84.53822,Cincinnati,OH,Hamilton County,US,NA,NA,NA
768,West Virginia,17280,Melanie McGann,Sophomore,"Keller, Texas",Keller High School,NA,"6'3""",Opposite,11,https://www.wvusports.com/sports/womens-volleyball/roster/melanie-mcgann/17280,2023-2024,32.928037,-97.283914,Keller,TX,Tarrant County,US,NA,NA,NA
768,West Virginia,17287,Maddy McGath,Freshman,"Brookfield, Wisconsin",Brookfield East High School,NA,"6'2""",Middle,22,https://www.wvusports.com/sports/womens-volleyball/roster/maddy-mcgath/17287,2023-2024,43.062707,-88.105906,Brookfield,WI,Waukesha County,US,NA,NA,NA
768,West Virginia,17281,Bailey  Miller,Sophomore,"Quinlan, Texas",Boles High School,NA,"6'3""",Outside,2,https://www.wvusports.com/sports/womens-volleyball/roster/bailey-miller/17281,2023-2024,32.934537,-96.121946,Quinlan,TX,Hunt County,US,NA,NA,NA
768,West Virginia,17288,Danilyn Neil,Freshman,"Austin, Texas",Lake Travis High School,NA,"5'9""",Libero/Defensive,12,https://www.wvusports.com/sports/womens-volleyball/roster/danilyn-neil/17288,2023-2024,30.268335,-97.741382,Austin,TX,Travis County,US,NA,NA,NA
768,West Virginia,17298,Emma Winter,Freshman,"Broomfield, Colorado",Broomfield High School,NA,"6'0""",Right,7,https://www.wvusports.com/sports/womens-volleyball/roster/emma-winter/17298,2023-2024,39.930782,-105.074287,Broomfield,CO,Broomfield County,US,NA,NA,NA
260,Gonzaga,4759,Alisa Kim,Graduate Student,"Bothell, Wash.",North Creek,NA,"5'3""",Defensive,1,https://www.gozags.com/sports/womens-volleyball/roster/alisa-kim/4759,2023-2024,47.750689,-122.214376,Bothell,WA,King County,US,NA,NA,NA
260,Gonzaga,4760,Parker Austin,Graduate Student,"Edmonton, Alberta",Harry Ainlay,NA,"6'2""",Outside,2,https://www.gozags.com/sports/womens-volleyball/roster/parker-austin/4760,2023-2024,36.858078,-77.894632,Alberta,VA,Brunswick County,US,NA,NA,NA
260,Gonzaga,4761,Zoe Thiros,Graduate Student,"Pocatello, Idaho",Century,NA,"5'11""",Outside,3,https://www.gozags.com/sports/womens-volleyball/roster/zoe-thiros/4761,2023-2024,42.904933,-112.380079,Pocatello,ID,Bannock County,US,NA,NA,NA
260,Gonzaga,4762,Brianna Martin,Freshman,"Prosper, Texas",Prosper,NA,"5'8""",Libero/Defensive,5,https://www.gozags.com/sports/womens-volleyball/roster/brianna-martin/4762,2023-2024,33.254191,-96.78524,Prosper,TX,Collin County,US,NA,NA,NA
260,Gonzaga,4763,Juliette Russell,Senior,"Murrieta, Calif.",Murrieta,NA,"6'1""",Opposite/Middle,7,https://www.gozags.com/sports/womens-volleyball/roster/juliette-russell/4763,2023-2024,33.548299,-117.344739,Murrieta,CA,Riverside County,US,NA,NA,NA
